"year","make","model","trim","body","transmission","vin","state","condition","odometer","color","interior","seller","mmr","sellingprice","saledate","saledate_clean"
2012,"Ford","Fusion","SEL","Sedan","Other","3fahp0ja5cr194735","ga",19,90915,"gray","gray","nationwide financial inc",8450,9000,"Tue Jun 02 2015 06:10:00 GMT-0700 (PDT)",2015-06-02
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5cr348389","pa",41,54206,"blue","gray","ford motor credit company llc",11200,11400,"Wed Jan 14 2015 01:00:00 GMT-0800 (PST)",2015-01-14
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5cr348389","oh",44,54211,"blue","black","colonial auto sales",11200,12600,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5cr434060","mo",4,13157,"Unknown","black","ford motor credit company llc pd",14400,13900,"Tue Jan 27 2015 05:30:00 GMT-0800 (PST)",2015-01-27
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja5cr434060","mo",34,13234,"Unknown","black","ford motor credit company llc pd",15100,11700,"Tue Mar 10 2015 03:30:00 GMT-0700 (PDT)",2015-03-10
2011,"Ford","Fusion","SEL","Sedan","Other","3fahp0ja6br212884","pa",35,71790,"gray","black","fiserv/steward financial services",9000,5500,"Fri Dec 19 2014 08:32:00 GMT-0800 (PST)",2014-12-19
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja6br212884","nc",37,71868,"gray","black","national fleet leasing",8850,8000,"Mon Feb 02 2015 01:30:00 GMT-0800 (PST)",2015-02-02
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja6cr321900","tn",32,54188,"Unknown","tan","usaa fleet",11100,9900,"Wed Jan 21 2015 02:30:00 GMT-0800 (PST)",2015-01-21
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja6cr321900","tn",42,54493,"Unknown","gray","futrell auto sales",11200,12200,"Wed Feb 11 2015 02:30:00 GMT-0800 (PST)",2015-02-11
2012,"Ford","Fusion","SEL","Sedan","Other","3fahp0ja6cr327938","pa",26,78046,"gray","black","jpmorgan chase bank n.a.",9350,7300,"Fri Feb 06 2015 01:00:00 GMT-0800 (PST)",2015-02-06
2012,"Ford","Fusion","SEL","Sedan","Other","3fahp0ja6cr327938","pa",2,78115,"gray","black","jpmorgan chase bank n.a.",9375,6900,"Fri Feb 20 2015 08:29:00 GMT-0800 (PST)",2015-02-20
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja7cr227962","ga",48,20868,"gray","gray","ford motor credit company llc pd",14250,14900,"Tue Mar 03 2015 01:30:00 GMT-0800 (PST)",2015-03-03
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja7cr227962","fl",42,20910,"gray","beige","ford-lincoln dealer program",13800,13000,"Fri May 22 2015 02:00:00 GMT-0700 (PDT)",2015-05-22
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja7cr302868","ga",37,63100,"gray","black","the hertz corporation",10500,9900,"Tue Jan 27 2015 01:30:00 GMT-0800 (PST)",2015-01-27
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja7cr302868","ga",33,63539,"gray","black","ford-lincoln dealer program",10550,11200,"Tue May 26 2015 02:30:00 GMT-0700 (PDT)",2015-05-26
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja8cr391785","pa",24,22032,"black","black","ford motor credit company llc",13850,12000,"Wed Feb 18 2015 01:00:00 GMT-0800 (PST)",2015-02-18
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja8cr391785","pa",45,22077,"black","black","exceptional motorcars ltd",10200,13500,"Wed Jun 24 2015 02:00:00 GMT-0700 (PDT)",2015-06-24
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja8cr394105","tn",43,41929,"white","tan","ford motor credit company llc",12200,13200,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)",2015-02-11
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja8cr394105","tn",44,42504,"Unknown","beige","ars/ford-lincoln dealer program",11950,13400,"Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)",2015-06-17
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja9cr226599","tx",44,70280,"white","gray","wheels lt",9950,9300,"Thu Jan 29 2015 03:00:00 GMT-0800 (PST)",2015-01-29
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja9cr226599","ne",43,70570,"white","tan","gregg young chevrolet  inc.",9875,11300,"Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)",2015-06-11
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja9cr302967","fl",27,59865,"white","gray","the hertz corporation",10800,10300,"Wed Feb 04 2015 01:10:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0ja9cr302967","tn",36,59872,"white","tan","wholesale inc # 2",11050,11600,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr183715","nj",23,51881,"burgundy","tan","ford motor credit company llc",11300,10300,"Wed Jan 21 2015 01:00:00 GMT-0800 (PST)",2015-01-21
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr183715","nj",35,51887,"brown","beige","meridian remarketing",11400,11200,"Wed Feb 18 2015 01:30:00 GMT-0800 (PST)",2015-02-18
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr241550","ny",41,26280,"burgundy","tan","ford motor credit company llc",13250,12900,"Wed Jun 03 2015 02:20:00 GMT-0700 (PDT)",2015-06-03
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr241550","pa",39,26504,"red","beige","mick motors llc",13100,13400,"Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)",2015-06-12
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr273253","ga",37,88050,"white","beige","santander consumer",8650,7700,"Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)",2015-06-02
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr273253","ga",35,88063,"white","beige","cameron motor sports",8550,8800,"Tue Jun 16 2015 06:10:00 GMT-0700 (PDT)",2015-06-16
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr309068","fl",48,35392,"white","black","ford motor credit company llc",12700,13300,"Fri Jan 16 2015 01:00:00 GMT-0800 (PST)",2015-01-16
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr309068","fl",42,35400,"white","black","global auto group inc",12750,13800,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr424866","ny",28,34237,"purple","black","ford motor credit company llc",12650,10600,"Wed Jun 03 2015 02:20:00 GMT-0700 (PDT)",2015-06-03
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jaxcr424866","pa",43,34255,"burgundy","black","tel tone comm inc",12450,12900,"Fri Jun 19 2015 02:30:00 GMT-0700 (PDT)",2015-06-19
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jg5br245217","ca",19,115579,"white","black","wells fargo dealer services",6250,4400,"Thu May 28 2015 05:00:00 GMT-0700 (PDT)",2015-05-28
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jg5br245217","ca",28,115637,"white","black","redline remarketing",5875,5000,"Wed Jun 03 2015 05:05:00 GMT-0700 (PDT)",2015-06-03
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jg5br262356","ne",34,71411,"black","black","dm northwest inc",9425,9100,"Thu Jan 08 2015 11:00:00 GMT-0800 (PST)",2015-01-08
2011,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jg5br262356","ne",35,71453,"black","black","meridian remarketing",9450,10400,"Thu Jan 29 2015 02:30:00 GMT-0800 (PST)",2015-01-29
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jg9cr275581","mi",35,74683,"silver","black","santander consumer",9475,8700,"Thu Jan 15 2015 01:30:00 GMT-0800 (PST)",2015-01-15
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jg9cr275581","tn",41,74692,"Unknown","black","wholesale inc # 2",9325,11300,"Wed Feb 04 2015 02:30:00 GMT-0800 (PST)",2015-02-04
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jgxcr296374","nv",25,61189,"white","beige","dtg operations inc",10800,9700,"Fri Jan 16 2015 04:00:00 GMT-0800 (PST)",2015-01-16
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jgxcr296374","nv",33,61195,"white","beige","dtg operations inc",11400,10000,"Fri Mar 06 2015 04:00:00 GMT-0800 (PST)",2015-03-06
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jgxcr305607","ca",34,62390,"white","gray","dtg operations inc",10900,11900,"Tue Feb 17 2015 04:30:00 GMT-0800 (PST)",2015-02-17
2012,"Ford","Fusion","SEL","Sedan","Automatic","3fahp0jgxcr305607","wa",41,62451,"white","tan","lincoln of olympia",10700,9500,"Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)",2015-06-17
2012,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0kc2cr268581","il",39,36632,"red","black","ford motor credit company llc",14300,15000,"Thu Jan 15 2015 02:00:00 GMT-0800 (PST)",2015-01-15
2012,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0kc2cr268581","il",39,36715,"red","black","ars/ford-lincoln dealer program",13800,15200,"Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)",2015-06-16
2010,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0kc4ar234297","va",27,54481,"red","black","fiserv/dealer funding llc",11600,10900,"Wed Dec 31 2014 09:30:00 GMT-0800 (PST)",2014-12-31
2010,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0kc4ar234297","nc",42,54486,"red","black","medlin buick gmc mazda",11300,11900,"Tue Jan 06 2015 01:15:00 GMT-0800 (PST)",2015-01-06
2010,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0kc8ar403432","ca",39,84474,"black","black","ford motor credit company llc",9225,10400,"Thu Jan 15 2015 04:00:00 GMT-0800 (PST)",2015-01-15
2010,"Ford","Fusion","SPORT","Sedan","Automatic","3fahp0kc8ar403432","ca",38,84479,"black","black","remarketing by ge/manheim southern california",9550,8200,"Thu Feb 12 2015 04:00:00 GMT-0800 (PST)",2015-02-12
2006,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03706s625160","tn",36,122694,"gold","tan","santander consumer",3825,1600,"Tue Jun 02 2015 03:30:00 GMT-0700 (PDT)",2015-06-02
2006,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03706s625160","ga",39,122724,"gold","beige","young motors llc",4550,5400,"Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)",2015-06-16
2002,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03e02s544314","ca",36,80719,"gold","beige","premium auto wholesale",2225,3400,"Thu Feb 05 2015 04:00:00 GMT-0800 (PST)",2015-02-05
2002,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03e02s544314","ca",36,80721,"gold","beige","premium auto wholesale",2425,3000,"Thu Feb 19 2015 04:00:00 GMT-0800 (PST)",2015-02-19
2002,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03e02s544314","ca",36,80723,"gold","beige","premium auto wholesale",2425,2500,"Thu Feb 26 2015 04:00:00 GMT-0800 (PST)",2015-02-26
2005,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03e25s541533","fl",37,96398,"Unknown","off-white","coral springs honda",3625,3200,"Fri Jan 16 2015 01:30:00 GMT-0800 (PST)",2015-01-16
2005,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03e25s541533","fl",42,96401,"white","tan","meridian remarketing",3500,4100,"Tue Feb 03 2015 01:15:00 GMT-0800 (PST)",2015-02-03
2005,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03e45s522773","ca",26,72507,"gray","gray","redline remarketing",5100,3800,"Wed Jan 07 2015 12:05:00 GMT-0800 (PST)",2015-01-07
2005,"Buick","Rendezvous","CX","Suv","Automatic","3g5da03e45s522773","az",22,72603,"gold","gray","camelback finance co",4100,2450,"Thu Feb 05 2015 03:00:00 GMT-0800 (PST)",2015-02-05
2008,"Chevrolet","Hhr","Panel LS","Wagon","Automatic","3gcda15dx8s547863","ca",35,94312,"silver","gray","premium auto wholesale",4725,3800,"Thu Feb 05 2015 04:00:00 GMT-0800 (PST)",2015-02-05
2008,"Chevrolet","Hhr","Panel LS","Wagon","Automatic","3gcda15dx8s547863","ca",42,94458,"silver","beige","aaero sweet company",4700,5600,"Wed Feb 25 2015 04:00:00 GMT-0800 (PST)",2015-02-25
2008,"Chevrolet","Silverado 1500","Work Truck","Crew Cab","Automatic","3gcec130x8g208036","tx",28,52941,"white","gray","manheim dallas",17800,16300,"Tue Dec 30 2014 11:00:00 GMT-0800 (PST)",2014-12-30
2008,"Chevrolet","Silverado 1500","Work Truck","Crew Cab","Automatic","3gcec130x8g208036","tx",5,52996,"white","silver","tdaf remarketing",16700,19600,"Wed Feb 11 2015 02:15:00 GMT-0800 (PST)",2015-02-11
2009,"Chevrolet","Silverado 1500","XFE","Crew Cab","Automatic","3gcec13359g211664","fl",28,180733,"silver","black","westfall auto sales",8725,9000,"Tue Feb 17 2015 08:00:00 GMT-0800 (PST)",2015-02-17
2009,"Chevrolet","Silverado 1500","XFE","Crew Cab","Automatic","3gcec13359g211664","fl",28,180737,"silver","black","westfall auto sales",12550,8800,"Tue Mar 03 2015 08:00:00 GMT-0800 (PST)",2015-03-03
2008,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcec13c98g244598","ca",35,274017,"white","Unknown","premium auto wholesale",6725,6600,"Thu Dec 18 2014 12:00:00 GMT-0800 (PST)",2014-12-18
2008,"Chevrolet","Silverado 1500","LS","Crew Cab","Other","3gcec13c98g244598","ca",23,274021,"white","black","premium auto wholesale",6425,7200,"Fri Dec 26 2014 15:00:00 GMT-0800 (PST)",2014-12-26
2006,"Chevrolet","Silverado 1500","LS","Regular Cab","Manual","3gcec14x16g167045","nc",12,1,"silver","black","dt credit corporation",7000,950,"Tue Jan 27 2015 01:30:00 GMT-0800 (PST)",2015-01-27
2006,"Chevrolet","Silverado 1500","LS","Regular Cab","Manual","3gcec14x16g167045","nc",21,93382,"silver","black","dt credit corporation",5575,5500,"Tue Feb 03 2015 01:30:00 GMT-0800 (PST)",2015-02-03
2006,"Chevrolet","Silverado 1500","LS","Regular Cab","Automatic","3gcec14xx6g265250","nc",26,97656,"beige","gray","gm financial",4775,5300,"Tue Jan 20 2015 01:15:00 GMT-0800 (PST)",2015-01-20
2006,"Chevrolet","Silverado 1500","LS","Regular Cab","Other","3gcec14xx6g265250","nc",41,97663,"silver","gray","medlin buick gmc mazda",4325,8300,"Tue Jan 27 2015 01:15:00 GMT-0800 (PST)",2015-01-27
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23069g270282","ga",41,78621,"blue","black","young motors llc",17100,19100,"Tue Jan 06 2015 01:30:00 GMT-0800 (PST)",2015-01-06
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23069g270282","tn",34,78847,"gray","black","meridian remarketing",17350,17300,"Wed Feb 18 2015 02:30:00 GMT-0800 (PST)",2015-02-18
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23069g270282","tn",34,78850,"gray","black","sullivan auto group llc",17550,18600,"Wed Feb 25 2015 02:30:00 GMT-0800 (PST)",2015-02-25
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23079g242958","tx",28,67081,"blue","gray","security service fcu (sscu)",18450,16200,"Wed Feb 04 2015 02:00:00 GMT-0800 (PST)",2015-02-04
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23079g242958","ca",33,67096,"blue","gray","reliance motors llc",18350,21000,"Thu Feb 19 2015 04:00:00 GMT-0800 (PST)",2015-02-19
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23c99g278774","oh",33,32253,"black","gray","wells fargo dealer services",19350,14800,"Tue Jan 13 2015 12:00:00 GMT-0800 (PST)",2015-01-13
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23c99g278774","oh",39,32305,"black","black","exceptional motorcar llc",19500,17300,"Tue Jan 27 2015 01:30:00 GMT-0800 (PST)",2015-01-27
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Other","3gcec23j69g272154","pa",41,48533,"black","gray","auto select inc",19400,20100,"Fri Feb 20 2015 01:15:00 GMT-0800 (PST)",2015-02-20
2009,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcec23j69g272154","ga",37,48589,"black","gray","wiley auto solutions llc",19700,21800,"Thu Mar 05 2015 02:00:00 GMT-0800 (PST)",2015-03-05
2009,"Chevrolet","Silverado 1500","Work Truck","Crew Cab","Automatic","3gcek13389g256195","wa",23,87041,"gold","black","xcar inc",18800,17900,"Wed Feb 11 2015 04:30:00 GMT-0800 (PST)",2015-02-11
2009,"Chevrolet","Silverado 1500","Work Truck","Crew Cab","Automatic","3gcek13389g256195","wa",23,87047,"gold","black","xcar inc",19150,17900,"Wed Feb 18 2015 04:30:00 GMT-0800 (PST)",2015-02-18
2008,"Chevrolet","Silverado 1500","LTZ","Crew Cab","Automatic","3gcek13j18g226615","fl",42,106042,"white","black","gainesville chrysler dodge jeep",17550,19600,"Thu Feb 26 2015 02:15:00 GMT-0800 (PST)",2015-02-26
2008,"Chevrolet","Silverado 1500","LTZ","Crew Cab","Automatic","3gcek13j18g226615","fl",44,106045,"white","black","gainesville chrysler dodge jeep",17650,18200,"Thu Mar 05 2015 02:15:00 GMT-0800 (PST)",2015-03-05
2009,"Chevrolet","Silverado 1500","LTZ","Crew Cab","Automatic","3gcek33369g158875","fl",33,129742,"blue","black","arcadia chevrolet buick inc.",15100,16900,"Tue Feb 10 2015 01:30:00 GMT-0800 (PST)",2015-02-10
2009,"Chevrolet","Silverado 1500","LTZ","Crew Cab","Automatic","3gcek33369g158875","fl",19,129749,"blue","black","manheim orlando",16000,15600,"Tue Feb 24 2015 01:15:00 GMT-0800 (PST)",2015-02-24
2012,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcrea3cg120659","tx",22,70465,"blue","black","california republic bank",16750,16000,"Wed Jan 21 2015 02:00:00 GMT-0800 (PST)",2015-01-21
2012,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcrea3cg120659","tx",19,70473,"blue","black","california republic bank",16700,17000,"Wed Feb 11 2015 02:00:00 GMT-0800 (PST)",2015-02-11
2012,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcrea5cg167529","pa",29,25561,"Unknown","black","r hollenshead auto sales inc",20100,16500,"Fri Feb 06 2015 01:00:00 GMT-0800 (PST)",2015-02-06
2012,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcrea5cg167529","tn",47,25566,"gray","black","wholesale inc # 2",21500,22700,"Wed Mar 04 2015 02:30:00 GMT-0800 (PST)",2015-03-04
2011,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcrea9bg196496","tx",37,41425,"red","black","all american chevrolet of midland",19150,18900,"Wed Jan 14 2015 02:20:00 GMT-0800 (PST)",2015-01-14
2011,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcrea9bg196496","tx",33,41543,"red","black","hopper motorplex inc",18050,20800,"Wed Feb 11 2015 02:15:00 GMT-0800 (PST)",2015-02-11
2013,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcreaxdg118943","il",3,28159,"white","black","ally",21300,21200,"Thu Dec 18 2014 10:00:00 GMT-0800 (PST)",2014-12-18
2013,"Chevrolet","Silverado 1500","LS","Crew Cab","Automatic","3gcpcreaxdg118943","fl",44,30486,"white","black","remarketing by ge/sunrise partners inc of nw",22900,23700,"Tue Jun 16 2015 03:40:00 GMT-0700 (PDT)",2015-06-16
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcrec0eg206712","ca",43,9914,"brown","black","nuvision financial fcu",27200,23000,"Wed Dec 31 2014 12:05:00 GMT-0800 (PST)",2014-12-31
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcrec0eg206712","ca",33,9922,"brown","black","redline remarketing",27200,31500,"Wed Jan 07 2015 12:05:00 GMT-0800 (PST)",2015-01-07
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcrec0eg206712","ca",5,10797,"brown","black","redline remarketing",26300,28750,"Wed Feb 25 2015 04:05:00 GMT-0800 (PST)",2015-02-25
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcrec5eg476499","tx",1,16931,"white","black","enterprise vehicle exchange / tra / rental / tulsa",26300,20900,"Tue Jan 13 2015 11:00:00 GMT-0800 (PST)",2015-01-13
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Other","3gcpcrec5eg476499","tx",45,16980,"white","black","tdaf remarketing",26200,26400,"Wed Feb 11 2015 02:15:00 GMT-0800 (PST)",2015-02-11
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcrec5eg503572","tx",2,13027,"red","black","enterprise vehicle exchange / tra / rental / tulsa",26800,23700,"Tue Jan 13 2015 11:00:00 GMT-0800 (PST)",2015-01-13
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Other","3gcpcrec5eg503572","tx",34,13083,"red","black","tdaf remarketing",26700,26400,"Wed Jan 21 2015 02:15:00 GMT-0800 (PST)",2015-01-21
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcrec7eg451278","ga",2,15898,"blue","black","enterprise vehicle exchange / tra / rental / tulsa",26300,20200,"Thu Jan 15 2015 04:30:00 GMT-0800 (PST)",2015-01-15
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcrec7eg451278","ga",35,15923,"blue","black","kern automotive group inc",27000,25200,"Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)",2015-03-10
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcreh2eg455492","fl",49,56338,"white","black","enterprise veh exchange/rental",23500,22600,"Tue Dec 30 2014 09:30:00 GMT-0800 (PST)",2014-12-30
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcreh2eg455492","fl",44,56359,"white","black","cox chevrolet inc",23200,23000,"Tue Feb 17 2015 01:15:00 GMT-0800 (PST)",2015-02-17
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcreh8eg513489","ca",3,2940,"gray","black","enterprise vehicle exchange / tra / rental / tulsa",25600,20700,"Tue Jan 06 2015 12:00:00 GMT-0800 (PST)",2015-01-06
2014,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcreh8eg513489","tx",46,3102,"gray","black","pm standley motorcars",26400,25100,"Wed Feb 18 2015 02:20:00 GMT-0800 (PST)",2015-02-18
2013,"Chevrolet","Silverado 1500","LT","Crew Cab","Automatic","3gcpcse06dg108974","in",46,34799,"white","black","hyundai of louisville",25100,23400,"Thu Feb 26 2015 02:10:00 GMT-0800 (PST)",2015-02-26
